sentence,entities
হুমায়ূন আহমেদ এর নতুন বই শঙ্খনীল কারাগার এর প্রি-অর্ডার অর্ডার-3618 চলছে।,"{'authorname': 'হুমায়ূন আহমেদ', 'bookname': 'শঙ্খনীল কারাগার', 'orderno': 'অর্ডার-3618'}"
কাজী নজরুল ইসলাম এর নতুন বই শঙ্খনীল কারাগার এর প্রি-অর্ডার অর্ডার-3563 চলছে।,"{'authorname': 'কাজী নজরুল ইসলাম', 'bookname': 'শঙ্খনীল কারাগার', 'orderno': 'অর্ডার-3563'}"
নাসরিন সুলতানা এর টেলিভিশন অর্ডার অর্ডার-8008 প্রস্তুত।,"{'username': 'নাসরিন সুলতানা', 'productname': 'টেলিভিশন', 'orderno': 'অর্ডার-8008'}"
23/05/2024 তারিখে অর্ডার-2227 অর্ডারটি ০১৭38913776 নম্বরে ডেলিভারি হবে।,"{'date': '23/05/2024', 'orderno': 'অর্ডার-2227', 'phoneno': '০১৭38913776'}"
অর্ডার নং অর্ডার-9771 এর জন্য টিআরএক্স-919153 পেমেন্ট করা হয়েছে।,"{'orderno': 'অর্ডার-9771', 'trnx': 'টিআরএক্স-919153'}"
সনি এর নতুন মাইক্রোওয়েভ অভেন এর দাম জানতে ০১৪10463409 নম্বরে কল করুন।,"{'brandname': 'সনি', 'productname': 'মাইক্রোওয়েভ অভেন', 'phoneno': '০১৪10463409'}"
কাস্টমার আইডি আইডি-51460 এর ০১৫59805380 নম্বরে যোগাযোগ করুন।,"{'ID': 'আইডি-51460', 'phoneno': '০১৫59805380'}"
সময় প্রকাশন থেকে উপন্যাস বিভাগে নতুন বই প্রকাশিত হয়েছে।,"{'publishername': 'সময় প্রকাশন', 'categoryname': 'উপন্যাস'}"
21/01/2024 থেকে জ্ঞানকোষ প্রকাশনী এর সকল বই অনলাইনে পাওয়া যাবে।,"{'date': '21/01/2024', 'publishername': 'জ্ঞানকোষ প্রকাশনী'}"
সনি এর নতুন স্মার্টওয়াচ এর দাম জানতে ০১৫42090368 নম্বরে কল করুন।,"{'brandname': 'সনি', 'productname': 'স্মার্টওয়াচ', 'phoneno': '০১৫42090368'}"
30/08/2024 তারিখে অর্ডার-3525 অর্ডারটি ০১৭65668357 নম্বরে ডেলিভারি হবে।,"{'date': '30/08/2024', 'orderno': 'অর্ডার-3525', 'phoneno': '০১৭65668357'}"
26/04/2024 তারিখে অর্ডার-1256 অর্ডারটি ০১৫57020665 নম্বরে ডেলিভারি হবে।,"{'date': '26/04/2024', 'orderno': 'অর্ডার-1256', 'phoneno': '০১৫57020665'}"
তানভীর আহমেদ এর ল্যাপটপ অর্ডার অর্ডার-6025 প্রস্তুত।,"{'username': 'তানভীর আহমেদ', 'productname': 'ল্যাপটপ', 'orderno': 'অর্ডার-6025'}"
"করিম খান 06/09/2024 তারিখে বনানী, ঢাকা এ নতুন দোকান খুলছেন।","{'username': 'করিম খান', 'date': '06/09/2024', 'address': 'বনানী, ঢাকা'}"
সুফিয়া কামাল এর নতুন বই আগুনের পরশমণি এর প্রি-অর্ডার অর্ডার-4231 চলছে।,"{'authorname': 'সুফিয়া কামাল', 'bookname': 'আগুনের পরশমণি', 'orderno': 'অর্ডার-4231'}"
08/12/2024 থেকে পাঠক সমাবেশ এর সকল বই অনলাইনে পাওয়া যাবে।,"{'date': '08/12/2024', 'publishername': 'পাঠক সমাবেশ'}"
"সাদিয়া আক্তার 10/01/2024 তারিখে মোহাম্মদপুর, ঢাকা এ নতুন দোকান খুলছেন।","{'username': 'সাদিয়া আক্তার', 'date': '10/01/2024', 'address': 'মোহাম্মদপুর, ঢাকা'}"
"নাসরিন সুলতানা 23/11/2024 তারিখে বারিধারা, ঢাকা এ নতুন দোকান খুলছেন।","{'username': 'নাসরিন সুলতানা', 'date': '23/11/2024', 'address': 'বারিধারা, ঢাকা'}"
রহিম আহমেদ এর ওয়াশিং মেশিন অর্ডার অর্ডার-5959 প্রস্তুত।,"{'username': 'রহিম আহমেদ', 'productname': 'ওয়াশিং মেশিন', 'orderno': 'অর্ডার-5959'}"
গ্রাহক আইডি-81229 টিআরএক্স-984800 লেনদেনটি সফল হয়েছে।,"{'ID': 'আইডি-81229', 'trnx': 'টিআরএক্স-984800'}"
সৈয়দ শামসুল হক এর নতুন বই লাল সবুজ এর প্রি-অর্ডার অর্ডার-2470 চলছে।,"{'authorname': 'সৈয়দ শামসুল হক', 'bookname': 'লাল সবুজ', 'orderno': 'অর্ডার-2470'}"
04/08/2024 তারিখে অর্ডার-5355 অর্ডারটি ০১৭89198541 নম্বরে ডেলিভারি হবে।,"{'date': '04/08/2024', 'orderno': 'অর্ডার-5355', 'phoneno': '০১৭89198541'}"
তানভীর আহমেদ সম্প্রতি নক্ষত্রের রাত বইটি কিনেছেন।,"{'username': 'তানভীর আহমেদ', 'bookname': 'নক্ষত্রের রাত'}"
সুফিয়া কামাল এর লেখা দেয়াল বইটি বিশ্বসাহিত্য কেন্দ্র থেকে প্রকাশিত হয়েছে।,"{'authorname': 'সুফিয়া কামাল', 'bookname': 'দেয়াল', 'publishername': 'বিশ্বসাহিত্য কেন্দ্র'}"
"তানভীর আহমেদ 01/04/2024 তারিখে শান্তিনগর, ঢাকা এ নতুন দোকান খুলছেন।","{'username': 'তানভীর আহমেদ', 'date': '01/04/2024', 'address': 'শান্তিনগর, ঢাকা'}"
31/07/2024 থেকে সাহিত্য প্রকাশ এর সকল বই অনলাইনে পাওয়া যাবে।,"{'date': '31/07/2024', 'publishername': 'সাহিত্য প্রকাশ'}"
কাস্টমার আইডি আইডি-74454 এর ০১৮22040255 নম্বরে যোগাযোগ করুন।,"{'ID': 'আইডি-74454', 'phoneno': '০১৮22040255'}"
সৈয়দ মুজতবা আলী এর লেখা শঙ্খনীল কারাগার বইটি সাহিত্য প্রকাশ থেকে প্রকাশিত হয়েছে।,"{'authorname': 'সৈয়দ মুজতবা আলী', 'bookname': 'শঙ্খনীল কারাগার', 'publishername': 'সাহিত্য প্রকাশ'}"
"আমিনা খাতুন ধানমন্ডি, ঢাকা থেকে এসি কিনেছেন।","{'username': 'আমিনা খাতুন', 'address': 'ধানমন্ডি, ঢাকা', 'productname': 'এসি'}"
গ্রাহক আইডি-30643 টিআরএক্স-336925 লেনদেনটি সফল হয়েছে।,"{'ID': 'আইডি-30643', 'trnx': 'টিআরএক্স-336925'}"
"করিম খান 30/09/2024 তারিখে পূর্বাচল, ঢাকা এ নতুন দোকান খুলছেন।","{'username': 'করিম খান', 'date': '30/09/2024', 'address': 'পূর্বাচল, ঢাকা'}"
কাস্টমার আইডি আইডি-55429 এর ০১৭65599846 নম্বরে যোগাযোগ করুন।,"{'ID': 'আইডি-55429', 'phoneno': '০১৭65599846'}"
সুফিয়া কামাল এর নতুন বই নক্ষত্রের রাত এর প্রি-অর্ডার অর্ডার-4392 চলছে।,"{'authorname': 'সুফিয়া কামাল', 'bookname': 'নক্ষত্রের রাত', 'orderno': 'অর্ডার-4392'}"
কাস্টমার আইডি আইডি-51724 এর ০১৩11045229 নম্বরে যোগাযোগ করুন।,"{'ID': 'আইডি-51724', 'phoneno': '০১৩11045229'}"
গ্রাহক আইডি-23799 টিআরএক্স-782361 লেনদেনটি সফল হয়েছে।,"{'ID': 'আইডি-23799', 'trnx': 'টিআরএক্স-782361'}"
"হুমায়ূন আহমেদ এর উপন্যাস বইগুলি এখন মোহাম্মদপুর, ঢাকা এ পাওয়া যাবে।","{'authorname': 'হুমায়ূন আহমেদ', 'categoryname': 'উপন্যাস', 'address': 'মোহাম্মদপুর, ঢাকা'}"
